emp_no,dept_no,from_date,to_date
457458,d004,1999-12-24,9999-01-01
457458,d005,1993-06-15,1999-12-24
457466,d004,1995-11-04,9999-01-01
457466,d008,1988-04-06,1995-11-04
457473,d004,1996-12-26,9999-01-01
457474,d007,1994-01-12,9999-01-01
457480,d003,1995-04-17,1997-06-18
457494,d002,1993-08-24,9999-01-01
457502,d005,1998-03-06,9999-01-01
457505,d005,1996-11-12,9999-01-01
457505,d008,1994-11-23,1996-11-12
457511,d007,1985-10-13,1992-04-19
457522,d001,1996-06-28,1997-06-14
457522,d007,1997-06-14,9999-01-01
457538,d005,1989-09-02,9999-01-01
457548,d006,1992-12-10,9999-01-01
457557,d005,1999-06-23,9999-01-01
457558,d004,1989-10-27,9999-01-01
457562,d001,1995-01-05,1998-04-09
457562,d007,1994-02-27,1995-01-05
457568,d007,1996-07-29,9999-01-01
457599,d005,1999-08-19,9999-01-01
457630,d005,1995-06-16,9999-01-01
457645,d002,1986-04-30,9999-01-01
457669,d005,1989-06-06,9999-01-01
457690,d004,1988-01-02,2001-03-21
457690,d009,2001-03-21,9999-01-01
457694,d005,1999-08-17,9999-01-01
457713,d009,1987-09-19,1998-04-14
457721,d003,1992-09-22,9999-01-01
457726,d002,1994-10-08,9999-01-01
457726,d003,1986-05-31,1994-10-08
457732,d009,1994-09-25,1994-12-28
457735,d007,1997-01-16,2000-02-26
457735,d009,2000-02-26,9999-01-01
457740,d003,1985-09-12,9999-01-01
457745,d009,1990-09-06,9999-01-01
457747,d007,1993-10-21,9999-01-01
457749,d007,1988-07-16,1993-12-15
457752,d004,1993-08-01,9999-01-01
457766,d007,1988-10-21,2000-09-04
457778,d004,1998-07-31,9999-01-01
457783,d005,1989-05-26,1994-02-21
457783,d008,1994-02-21,9999-01-01
457811,d006,1986-10-24,9999-01-01
457814,d009,1999-02-06,9999-01-01
457815,d005,1993-11-25,9999-01-01
457821,d007,1997-01-17,9999-01-01
457826,d005,1995-10-25,9999-01-01
457842,d005,1993-08-08,9999-01-01
457845,d006,1992-07-29,9999-01-01
457863,d001,1994-01-30,1997-02-02
457880,d007,1987-12-05,9999-01-01
457884,d005,1993-09-22,9999-01-01
457889,d005,1991-12-26,9999-01-01
457905,d004,1989-08-13,9999-01-01
457925,d002,1994-10-22,9999-01-01
457937,d005,1998-09-07,9999-01-01
457942,d007,1992-06-07,9999-01-01
457944,d005,1993-02-21,9999-01-01
457964,d005,1987-09-05,9999-01-01
457966,d007,1999-09-16,9999-01-01
457977,d004,1987-11-13,1996-06-20
457977,d006,1996-06-20,9999-01-01
457978,d005,1995-04-15,1999-08-09
457980,d005,1995-06-18,9999-01-01
457995,d001,1994-09-26,9999-01-01
457995,d003,1988-09-13,1994-09-26
457999,d005,1999-06-27,9999-01-01
458016,d001,1985-09-10,9999-01-01
458041,d003,1998-05-07,9999-01-01
458079,d005,1989-11-22,1993-04-06
458092,d004,1999-05-24,9999-01-01
458096,d004,1991-12-15,9999-01-01
458128,d005,1987-08-31,9999-01-01
458140,d003,1991-02-27,2002-01-04
458143,d002,1999-03-26,9999-01-01
458148,d004,1993-11-16,9999-01-01
458164,d004,1993-05-18,2000-02-05
458164,d009,2000-02-05,9999-01-01
458167,d004,1992-03-01,9999-01-01
458178,d005,1995-08-16,9999-01-01
458205,d005,1997-05-26,9999-01-01
458221,d002,1989-05-23,2001-03-31
458221,d003,2001-03-31,9999-01-01
458232,d008,1996-01-17,9999-01-01
458245,d002,1997-12-19,9999-01-01
458246,d004,1986-10-15,9999-01-01
458267,d002,1987-12-02,2000-05-13
458272,d003,1988-02-01,9999-01-01
458295,d001,1987-07-25,2001-06-30
458299,d009,1996-08-03,9999-01-01
458307,d004,1991-09-30,9999-01-01
458319,d005,1997-02-06,9999-01-01
458320,d007,1997-06-23,9999-01-01
458325,d005,1991-11-17,9999-01-01
458329,d006,1989-12-02,9999-01-01
458344,d008,1992-02-10,9999-01-01
458345,d004,1995-08-02,1995-08-24
458345,d008,1995-07-16,1995-08-02
458346,d005,1991-07-29,9999-01-01
458347,d005,1990-10-01,9999-01-01
458352,d004,1999-04-23,9999-01-01
458359,d001,1992-08-31,1997-06-25
458404,d006,1988-06-29,9999-01-01
458406,d005,1996-10-29,9999-01-01
458411,d005,1997-07-17,9999-01-01
458416,d005,1985-07-16,9999-01-01
458437,d007,1992-04-02,1993-11-08
458437,d009,1993-11-08,9999-01-01
458458,d006,1999-04-12,9999-01-01
458460,d004,1993-02-21,9999-01-01
458465,d004,1999-06-04,9999-01-01
458478,d007,1993-01-08,9999-01-01
458481,d007,1989-01-30,1993-11-08
458487,d004,1996-06-25,9999-01-01
458488,d005,1990-04-11,2001-03-07
458496,d003,1991-03-31,9999-01-01
458500,d009,1994-08-14,9999-01-01
458516,d006,1990-05-21,9999-01-01
458524,d001,1998-03-11,9999-01-01
458526,d004,1995-05-06,1995-05-08
458551,d004,1988-04-19,1998-01-06
458551,d006,1998-01-06,9999-01-01
458559,d005,1991-11-28,9999-01-01
458564,d007,1998-07-16,9999-01-01
458594,d004,1994-10-09,9999-01-01
458620,d005,1995-04-21,9999-01-01
458623,d002,1995-07-02,1995-11-26
458623,d007,1995-11-26,1996-09-22
458627,d009,1986-05-16,9999-01-01
458632,d007,1993-06-17,9999-01-01
458651,d005,1993-11-21,9999-01-01
458654,d007,1999-07-26,2001-08-09
458667,d005,1995-06-10,9999-01-01
458693,d006,1990-08-19,9999-01-01
458696,d007,1999-02-27,2002-03-11
458697,d002,1993-03-27,9999-01-01
458702,d005,1991-09-27,9999-01-01
458716,d005,1991-07-17,9999-01-01
458736,d005,1989-03-08,9999-01-01
458738,d004,1989-11-06,9999-01-01
458743,d005,1986-10-11,9999-01-01
458745,d007,1999-12-05,9999-01-01
458760,d004,1994-11-08,1998-11-11
458775,d004,1985-03-17,1989-05-26
458775,d009,1989-05-26,9999-01-01
458789,d003,1985-09-01,1999-06-11
458794,d007,1996-04-07,9999-01-01
458795,d009,1990-11-07,9999-01-01
458832,d005,1991-10-11,9999-01-01
458835,d004,1997-02-06,9999-01-01
458877,d001,1991-09-07,1999-07-01
458882,d007,1986-10-19,9999-01-01
458884,d007,1995-03-19,9999-01-01
458894,d009,1997-11-19,2002-02-06
458897,d005,1985-11-11,9999-01-01
458909,d004,1997-11-10,9999-01-01
458915,d004,1988-01-21,1994-06-18
458915,d009,1994-06-18,9999-01-01
458916,d005,1990-04-25,2002-02-16
458917,d002,1999-01-18,9999-01-01
458927,d009,1989-07-13,9999-01-01
458953,d005,1990-11-19,9999-01-01
458969,d004,1986-08-24,9999-01-01
458977,d008,1987-05-24,9999-01-01
458983,d004,1998-07-21,9999-01-01
458983,d005,1990-10-11,1998-07-21
458985,d004,1990-09-18,9999-01-01
459014,d005,1991-06-16,9999-01-01
459026,d005,1986-10-10,9999-01-01
459029,d004,1988-02-11,9999-01-01
459037,d004,1990-08-02,9999-01-01
459046,d004,1988-10-02,9999-01-01
459056,d008,1989-11-05,9999-01-01
459061,d004,1991-10-29,1999-07-09
459061,d009,1999-07-09,9999-01-01
459116,d004,1985-10-18,1995-09-06
459116,d009,1995-09-06,9999-01-01
459121,d005,1998-01-10,9999-01-01
459134,d004,1996-12-31,2002-05-04
459134,d009,2002-05-04,9999-01-01
459137,d004,1998-03-22,9999-01-01
459154,d005,1986-01-26,9999-01-01
459168,d005,1991-08-13,9999-01-01
459204,d005,1991-12-12,9999-01-01
459207,d004,1992-01-26,9999-01-01
459214,d008,1993-12-30,9999-01-01
459227,d002,1998-10-28,2000-09-14
459245,d008,1989-04-29,9999-01-01
459253,d005,1993-08-01,9999-01-01
459255,d005,1988-06-25,9999-01-01
459289,d001,1990-08-04,9999-01-01
459299,d004,1985-10-15,1993-05-22
459338,d007,1989-10-07,9999-01-01
459350,d004,1997-10-11,2000-07-04
459353,d005,1991-12-11,1993-02-08
459365,d004,1987-07-04,9999-01-01
459418,d005,1998-03-24,9999-01-01
459424,d006,1985-03-01,9999-01-01
459434,d001,1990-04-07,1994-02-07
459434,d007,1994-02-07,9999-01-01
459443,d007,1994-12-19,1997-05-24
459443,d009,1997-05-24,2000-10-21
459446,d005,1987-02-03,9999-01-01
459464,d002,1988-05-29,9999-01-01
459470,d002,1997-04-04,9999-01-01
459472,d004,1994-10-18,2000-04-12
459472,d006,2000-04-12,9999-01-01
459473,d007,1986-03-22,9999-01-01
459503,d003,1989-07-26,9999-01-01
459541,d007,1987-12-21,1994-01-06
459548,d001,1990-05-29,1993-05-18
459548,d003,1986-12-26,1990-05-29
459554,d004,1995-01-05,9999-01-01
459555,d003,1986-10-24,9999-01-01
459556,d001,1996-07-25,1997-07-25
459556,d003,1996-04-02,1996-07-25
459566,d009,1996-02-28,1996-05-20
459581,d004,1994-12-12,2001-02-18
459583,d005,1995-07-25,9999-01-01
459584,d007,1995-12-13,9999-01-01
459590,d005,1991-05-28,9999-01-01
459598,d005,1997-09-21,9999-01-01
459598,d009,1993-02-04,1997-09-21
459619,d001,1992-11-19,2001-05-25
459642,d007,1996-05-24,1999-03-18
459674,d006,1995-03-23,9999-01-01
459677,d004,1994-02-24,1995-01-03
459681,d007,2000-01-02,9999-01-01
459690,d008,1987-04-11,9999-01-01
459697,d004,1993-02-05,9999-01-01
459700,d004,1985-04-09,9999-01-01
459705,d003,1991-08-16,9999-01-01
459709,d003,1990-11-12,9999-01-01
459713,d004,1994-10-01,9999-01-01
459713,d006,1991-05-20,1994-10-01
459719,d001,1994-09-02,9999-01-01
459731,d004,1991-10-02,1996-10-03
459739,d002,1992-06-22,1999-03-15
459752,d007,1992-04-04,9999-01-01
459753,d003,1988-10-28,9999-01-01
459754,d004,1988-03-13,9999-01-01
459766,d004,1986-03-03,9999-01-01
459774,d007,1985-05-11,9999-01-01
459791,d009,1991-08-07,9999-01-01
459801,d001,1993-12-02,9999-01-01
459838,d005,1998-07-18,9999-01-01
459840,d003,1990-04-17,9999-01-01
459846,d003,1997-12-28,1999-05-21
459858,d001,1987-09-14,1992-02-04
459858,d007,1992-02-04,1996-10-10
459859,d008,1996-03-17,9999-01-01
459862,d006,1995-01-04,9999-01-01
459879,d005,1996-06-03,9999-01-01
459884,d007,1993-07-05,9999-01-01
459888,d005,1990-04-20,9999-01-01
459898,d004,1996-11-25,1998-06-19
459914,d005,1992-10-17,1995-06-05
459914,d008,1995-06-05,9999-01-01
459918,d005,1993-04-24,9999-01-01
459921,d007,1985-04-13,9999-01-01
459924,d005,1994-06-24,1995-08-14
459935,d005,1988-02-06,9999-01-01
459947,d005,1996-01-01,9999-01-01
459951,d004,1997-04-14,9999-01-01
459996,d008,1989-04-27,9999-01-01
460013,d005,1986-08-03,1989-08-18
460013,d008,1989-08-18,9999-01-01
460014,d006,1985-10-10,9999-01-01
460021,d002,1993-05-13,9999-01-01
460039,d002,1998-08-23,9999-01-01
460040,d009,1991-10-24,9999-01-01
460062,d005,1994-06-20,9999-01-01
460069,d004,1989-10-30,1989-12-25
460069,d009,1989-08-06,1989-10-30
460074,d006,1989-07-15,9999-01-01
460101,d005,1993-01-19,9999-01-01
460104,d001,1999-01-11,9999-01-01
460104,d007,1998-05-14,1999-01-11
460136,d008,1985-07-19,9999-01-01
460138,d005,1996-03-23,9999-01-01
460145,d009,1985-09-08,1993-12-26
460158,d005,1990-09-08,9999-01-01
460174,d005,1986-07-15,9999-01-01
460183,d005,1990-06-30,2001-06-14
460197,d005,1986-05-02,1987-06-02
460210,d003,1993-08-10,9999-01-01
460226,d005,1994-04-04,9999-01-01
460230,d006,1992-10-10,9999-01-01
460247,d003,1998-02-22,9999-01-01
460249,d007,1995-06-10,9999-01-01
460261,d004,1989-03-31,9999-01-01
460268,d002,1990-03-01,9999-01-01
460273,d003,1989-04-04,9999-01-01
460274,d004,1995-06-28,9999-01-01
460274,d005,1992-06-07,1995-06-28
460282,d007,1986-10-05,1997-12-10
460282,d009,1997-12-10,2002-06-10
460336,d005,1988-06-20,1990-08-22
460336,d008,1990-08-22,9999-01-01
460339,d005,1989-01-28,9999-01-01
460340,d005,1998-04-21,9999-01-01
460349,d008,1991-11-17,1996-05-04
460360,d007,1996-01-24,9999-01-01
460373,d005,1996-08-14,9999-01-01
460378,d001,1994-01-28,9999-01-01
460401,d004,1996-05-30,1996-08-30
460401,d009,1996-08-30,9999-01-01
460404,d008,1992-04-08,9999-01-01
460418,d004,1993-06-05,9999-01-01
460418,d008,1986-04-09,1993-06-05
460428,d004,1991-12-07,1998-10-30
460436,d005,1989-07-21,9999-01-01
460437,d005,1994-09-20,1998-11-11
460437,d008,1998-11-11,9999-01-01
460444,d005,1991-09-13,9999-01-01
460449,d006,1998-10-13,9999-01-01
460454,d003,1989-12-24,9999-01-01
460466,d005,1994-06-10,1998-07-07
460466,d008,1998-07-07,9999-01-01
460475,d007,1989-09-12,9999-01-01
460499,d004,1990-03-09,1992-03-31
460503,d005,1994-10-12,9999-01-01
460503,d009,1991-10-10,1994-10-12
460518,d005,1989-11-13,9999-01-01
460544,d007,1985-07-02,1991-04-28
460546,d004,1997-06-30,9999-01-01
460550,d007,1997-03-29,2000-01-25
460572,d005,1988-08-29,9999-01-01
460575,d001,1991-12-16,1996-02-02
460575,d003,1991-09-23,1991-12-16
460576,d005,1992-12-02,9999-01-01
460578,d004,1992-01-06,9999-01-01
460579,d005,1990-08-15,9999-01-01
460584,d001,1997-09-23,9999-01-01
460584,d007,1992-01-05,1997-09-23
460588,d005,1997-09-26,9999-01-01
460590,d006,1999-03-06,9999-01-01
460594,d004,2001-10-23,9999-01-01
460594,d005,1988-10-23,2001-10-23
460617,d002,1987-10-26,9999-01-01
460632,d004,1985-09-28,1997-09-17
460632,d006,1997-09-17,9999-01-01
460633,d009,1992-04-17,9999-01-01
460647,d005,1988-05-23,9999-01-01
460659,d005,1991-04-29,9999-01-01
460665,d001,1988-03-16,1993-08-28
460679,d004,1994-10-08,1996-04-06
460706,d005,1992-12-30,9999-01-01
460707,d005,1996-12-25,9999-01-01
460713,d004,1997-06-13,9999-01-01
460727,d004,1990-07-18,1998-12-31
460756,d005,1998-08-05,9999-01-01
460777,d007,1999-05-29,9999-01-01
460798,d007,1989-06-06,9999-01-01
460801,d004,1995-03-23,9999-01-01
460807,d004,1990-11-09,9999-01-01
460813,d005,1988-12-22,9999-01-01
460822,d004,1998-03-17,9999-01-01
460826,d005,1997-12-03,9999-01-01
460861,d004,1997-11-14,1999-12-08
460871,d003,1995-10-20,9999-01-01
460882,d005,1990-09-28,9999-01-01
460883,d005,1996-03-01,9999-01-01
460883,d009,1987-02-21,1996-03-01
460886,d005,1993-10-30,9999-01-01
460901,d003,1986-08-27,9999-01-01
460913,d004,1986-12-28,9999-01-01
460915,d003,1999-07-30,1999-09-11
460932,d003,1999-03-09,9999-01-01
460933,d004,1990-03-18,1995-01-27
460939,d007,1992-01-26,9999-01-01
460940,d003,1994-06-24,9999-01-01
460943,d009,1991-02-07,1991-02-23
460944,d007,1999-04-11,9999-01-01
460951,d001,1996-03-20,9999-01-01
460963,d004,1991-04-22,9999-01-01
460964,d005,1995-07-11,9999-01-01
460974,d005,1985-02-09,9999-01-01
460991,d001,1988-03-30,9999-01-01
461014,d005,1994-05-09,9999-01-01
461039,d002,1986-07-15,1998-04-08
461042,d004,1995-11-07,1997-08-13
461042,d009,1997-08-13,9999-01-01
461044,d004,1995-04-28,9999-01-01
461059,d006,1998-07-19,9999-01-01
461071,d001,1991-07-31,9999-01-01
461080,d004,1987-04-16,9999-01-01
461091,d005,1999-08-07,9999-01-01
461095,d005,1995-08-11,9999-01-01
461118,d005,1991-03-20,9999-01-01
461123,d004,1990-10-27,9999-01-01
461125,d005,1988-08-30,9999-01-01
461165,d005,1999-02-27,9999-01-01
461166,d005,1998-08-23,1999-01-21
461168,d007,1990-02-21,9999-01-01
461170,d009,1990-05-05,9999-01-01
461177,d005,1994-12-05,2002-03-25
461177,d008,2002-03-25,9999-01-01
461187,d007,1994-08-10,9999-01-01
461196,d007,1992-06-30,1996-04-27
461201,d005,1993-05-29,9999-01-01
461207,d007,1999-05-14,9999-01-01
461212,d004,1987-06-29,9999-01-01
461234,d005,1991-06-10,9999-01-01
461235,d005,1993-07-18,1996-07-15
461237,d007,1985-03-31,9999-01-01
461253,d004,1997-06-10,9999-01-01
461253,d009,1994-01-26,1997-06-10
461254,d007,1997-08-06,1999-01-04
461279,d005,1989-09-27,9999-01-01
461298,d005,1994-09-24,9999-01-01
461300,d005,1997-05-27,9999-01-01
461322,d007,1998-12-19,9999-01-01
461347,d001,1987-07-22,9999-01-01
461349,d005,1998-03-31,1999-07-04
461394,d005,1989-12-07,9999-01-01
461398,d001,1999-07-14,9999-01-01
461398,d007,1996-02-25,1999-07-14
461414,d005,1993-06-21,9999-01-01
461417,d005,2000-11-15,9999-01-01
461417,d009,1990-03-01,2000-11-15
461419,d009,1991-12-21,9999-01-01
461422,d004,1985-12-12,9999-01-01
461427,d005,1987-12-30,1988-12-20
461437,d007,1990-09-20,9999-01-01
461445,d001,1994-06-23,9999-01-01
461452,d009,1985-02-09,9999-01-01
461453,d007,1989-08-02,2001-12-09
461490,d007,1990-04-09,9999-01-01
461494,d001,1990-09-09,1991-09-14
461496,d005,1999-03-14,1999-11-17
461496,d008,1999-11-17,2002-06-28
461499,d007,1999-12-05,9999-01-01
461500,d005,1993-01-11,9999-01-01
461503,d004,1996-11-17,9999-01-01
461516,d007,1985-04-01,9999-01-01
461518,d001,1999-09-11,9999-01-01
461539,d005,1990-08-12,9999-01-01
461553,d005,1993-04-06,9999-01-01
461568,d008,1999-06-22,9999-01-01
461575,d001,1997-07-30,9999-01-01
461624,d007,1995-04-05,9999-01-01
461625,d007,1989-04-04,9999-01-01
461639,d007,1999-10-07,9999-01-01
461661,d005,1996-07-25,9999-01-01
461665,d005,1991-12-27,1996-08-07
461668,d005,1996-08-29,9999-01-01
461675,d007,1994-03-13,9999-01-01
461677,d004,1993-06-15,1996-09-26
461679,d005,1997-12-14,9999-01-01
461712,d004,1993-08-14,1994-05-19
461712,d005,1993-05-27,1993-08-14
461724,d006,1997-05-09,1998-09-05
461727,d004,1993-12-01,9999-01-01
461728,d004,1997-02-21,9999-01-01
461735,d005,1995-03-30,9999-01-01
461760,d005,1992-03-28,1994-11-27
461761,d004,1995-03-16,9999-01-01
461772,d003,1989-03-26,9999-01-01
461775,d006,1994-11-04,9999-01-01
461784,d005,1993-04-25,9999-01-01
461795,d007,1995-03-04,9999-01-01
461803,d007,1986-01-14,9999-01-01
461805,d006,1990-04-06,9999-01-01
461823,d007,1986-05-28,9999-01-01
461832,d004,1989-07-29,1990-05-31
461840,d002,1992-06-17,9999-01-01
461844,d008,1991-08-23,9999-01-01
461845,d005,1992-01-26,9999-01-01
461847,d004,1995-07-07,9999-01-01
461847,d005,1995-04-20,1995-07-07
461854,d006,1987-05-05,9999-01-01
461859,d004,1999-06-11,9999-01-01
461864,d008,1986-06-12,9999-01-01
461871,d004,1991-03-15,9999-01-01
461873,d003,1995-04-29,1997-10-27
461880,d003,1993-07-13,9999-01-01
461890,d005,1993-04-08,9999-01-01
461923,d009,1997-02-26,9999-01-01
461930,d001,1997-10-06,1997-10-25
461930,d003,1994-07-16,1997-10-06
461945,d005,1997-03-06,9999-01-01
461948,d004,1999-12-26,2000-09-01
461970,d005,1995-04-25,2000-03-08
461978,d005,1998-03-05,2001-08-19
461978,d008,2001-08-19,2001-10-19
461979,d005,1999-02-06,9999-01-01
461983,d003,1999-09-27,9999-01-01
461998,d004,1990-09-26,1997-11-13
462003,d005,1998-04-01,9999-01-01
462009,d001,1998-05-30,9999-01-01
462011,d004,1995-10-04,9999-01-01
462045,d004,1999-12-27,2000-05-01
462045,d009,1999-11-30,1999-12-27
462065,d009,1997-07-04,1998-10-01
462110,d003,1996-03-03,9999-01-01
462150,d005,1996-04-30,9999-01-01
462169,d007,1993-02-24,9999-01-01
462195,d004,1994-12-25,9999-01-01
462195,d006,1994-12-14,1994-12-25
462223,d004,1999-02-24,9999-01-01
462223,d005,1997-02-24,1999-02-24
462232,d005,1998-05-22,9999-01-01
462241,d008,1994-03-11,9999-01-01
462252,d003,1993-01-31,9999-01-01
462255,d006,1999-06-30,9999-01-01
462261,d004,1989-09-25,9999-01-01
462269,d004,1987-05-05,9999-01-01
462276,d007,1999-01-10,9999-01-01
462324,d005,1995-04-16,1999-11-24
462327,d006,1987-05-18,9999-01-01
462333,d004,1989-03-21,1992-10-23
462341,d005,1986-05-27,9999-01-01
462346,d005,1996-05-07,9999-01-01
462353,d007,1993-04-26,9999-01-01
462376,d001,1998-11-09,9999-01-01
462376,d003,1997-06-09,1998-11-09
462392,d003,1991-03-15,9999-01-01
462398,d008,1993-05-02,9999-01-01
462400,d008,1997-09-09,9999-01-01
462402,d005,1985-11-13,9999-01-01
462404,d002,1997-11-09,9999-01-01
462417,d007,1989-01-03,1998-07-04
462423,d003,1989-12-30,9999-01-01
462428,d005,1997-08-31,9999-01-01
462445,d009,1997-02-10,9999-01-01
462452,d003,1997-10-31,9999-01-01
462465,d009,1987-07-18,9999-01-01
462468,d004,1987-10-03,1990-05-26
462485,d007,1998-06-13,2000-11-23
462486,d003,1988-01-22,1996-07-25
462495,d006,1990-09-22,1990-10-03
462516,d004,1998-06-23,2002-04-04
462516,d006,2002-04-04,9999-01-01
462518,d001,1986-05-23,9999-01-01
462525,d005,1986-04-16,9999-01-01
462539,d006,1988-02-09,9999-01-01
462540,d005,1995-06-14,9999-01-01
462552,d005,1993-08-15,9999-01-01
462563,d006,1993-08-01,9999-01-01
462564,d005,1995-03-18,2002-01-12
462564,d008,2002-01-12,9999-01-01
462578,d007,1994-11-05,9999-01-01
462601,d005,1998-03-02,2001-01-15
462602,d003,1994-12-03,1995-12-01
462606,d005,1989-01-09,9999-01-01
462612,d005,1997-11-24,9999-01-01
462619,d004,1993-03-17,2001-11-10
462619,d009,2001-11-10,9999-01-01
462621,d005,1990-05-25,1994-10-11
462625,d005,1992-02-09,9999-01-01
462655,d004,1989-09-13,9999-01-01
462663,d007,1986-07-16,9999-01-01
462689,d005,1996-10-01,9999-01-01
462739,d007,1999-10-27,9999-01-01
462762,d004,1991-02-16,9999-01-01
462777,d002,1991-12-04,1995-01-26
462777,d003,1995-01-26,9999-01-01
462780,d008,1990-09-25,9999-01-01
462786,d005,1985-10-06,9999-01-01
462792,d004,1994-02-24,9999-01-01
462798,d004,1990-04-10,1991-08-11
462798,d009,1991-08-11,1992-01-12
462813,d004,1986-07-11,9999-01-01
462825,d003,1987-03-23,9999-01-01
462826,d005,1986-08-12,9999-01-01
462827,d004,1991-11-23,9999-01-01
462829,d005,1994-08-28,2001-02-15
462829,d008,2001-02-15,9999-01-01
462854,d002,1990-04-09,9999-01-01
462860,d008,1994-10-04,1996-01-13
462884,d007,1988-05-11,1998-07-26
462886,d002,1986-12-03,1988-11-17
462888,d004,1994-06-02,9999-01-01
462893,d005,1995-07-04,9999-01-01
462894,d008,1986-08-26,9999-01-01
462914,d003,1989-01-24,9999-01-01
462926,d004,1997-02-09,2000-01-31
462946,d005,1989-05-13,9999-01-01
462947,d007,1985-11-05,9999-01-01
462960,d007,1994-07-07,9999-01-01
462962,d004,1991-12-06,2002-04-15
462962,d006,2002-04-15,9999-01-01
462964,d007,1998-07-24,9999-01-01
462966,d009,1985-12-01,9999-01-01
462973,d006,1987-10-06,9999-01-01
462983,d005,1987-01-06,9999-01-01
462991,d009,1989-06-28,9999-01-01
462995,d005,1989-10-02,9999-01-01
463001,d005,1995-10-26,9999-01-01
463018,d002,1999-01-25,9999-01-01
463021,d004,1998-03-11,9999-01-01
463034,d004,1985-12-01,9999-01-01
463040,d008,1990-05-06,9999-01-01
463041,d004,1993-09-02,9999-01-01
463048,d003,1990-08-14,1994-04-07
463052,d005,1988-04-08,1994-02-01
463055,d002,1991-10-23,1992-12-28
463055,d007,1992-12-28,9999-01-01
463068,d007,1997-02-04,2000-05-25
463070,d004,1996-07-02,9999-01-01
463083,d005,1999-10-16,2000-06-05
463083,d008,2000-06-05,2000-09-15
463106,d001,1985-11-24,9999-01-01
463157,d004,1991-05-12,9999-01-01
463171,d005,1988-10-14,9999-01-01
463186,d005,1999-06-02,9999-01-01
463214,d004,1992-11-14,9999-01-01
463216,d005,1988-02-08,9999-01-01
463252,d004,1985-06-21,9999-01-01
463256,d007,1985-12-20,9999-01-01
463280,d004,1987-06-22,1992-11-16
463319,d004,1997-02-23,2000-11-27
463319,d006,2000-11-27,2001-02-09
463326,d006,1995-03-01,9999-01-01
463362,d004,1999-05-03,9999-01-01
463364,d003,1987-07-22,9999-01-01
463371,d004,1999-06-14,2000-03-04
463383,d004,1990-09-13,9999-01-01
463386,d002,1988-02-23,9999-01-01
463395,d007,1987-12-24,1995-08-14
463396,d004,1992-10-02,1993-02-20
463409,d005,1996-10-05,9999-01-01
463413,d005,1985-09-30,9999-01-01
463414,d002,1993-08-02,9999-01-01
463433,d005,1995-01-22,9999-01-01
463443,d005,1987-05-16,1989-06-30
463443,d008,1989-06-30,2000-01-30
463445,d005,1992-08-21,1994-12-07
463458,d004,1997-02-18,9999-01-01
463460,d005,1992-12-09,1995-12-01
463468,d004,1994-12-20,9999-01-01
463483,d007,1991-08-02,9999-01-01
463507,d004,1990-09-26,9999-01-01
463520,d003,1997-02-12,1998-05-11
463525,d002,1995-12-09,9999-01-01
463531,d003,1991-02-01,9999-01-01
463544,d004,1988-04-20,9999-01-01
463562,d005,1990-02-16,9999-01-01
463586,d008,1991-08-17,9999-01-01
463588,d005,1996-04-30,9999-01-01
463590,d005,1988-11-19,9999-01-01
463603,d004,1992-07-15,9999-01-01
463639,d003,1990-08-06,9999-01-01
463652,d004,1996-12-23,2001-03-07
463671,d003,1989-02-06,1996-04-13
463675,d005,1995-12-10,1997-07-20
463679,d005,1988-04-07,9999-01-01
463684,d004,1999-10-07,9999-01-01
463684,d008,1991-01-17,1999-10-07
463689,d005,1997-12-11,9999-01-01
463691,d009,1994-10-15,9999-01-01
463704,d001,1999-03-19,9999-01-01
463711,d004,1999-03-29,9999-01-01
463712,d005,1987-02-12,1997-10-07
463721,d009,1988-08-30,9999-01-01
463730,d002,1995-01-20,9999-01-01
463732,d005,1996-09-26,9999-01-01
463737,d001,1993-03-20,9999-01-01
463769,d006,1992-09-25,9999-01-01
463772,d005,1992-09-18,9999-01-01
463773,d004,1996-05-08,9999-01-01
463786,d007,1989-05-13,1989-12-07
463807,d006,2000-02-01,2000-05-19
463816,d005,1990-11-10,1992-05-28
463824,d005,1998-04-10,9999-01-01
463826,d005,1991-02-16,9999-01-01
463841,d004,1997-07-12,2001-11-12
463843,d005,1999-01-16,9999-01-01
463852,d001,1988-10-24,9999-01-01
463855,d005,1995-04-13,9999-01-01
463859,d004,1997-08-18,9999-01-01
463862,d005,1993-03-30,9999-01-01
463888,d005,1987-12-17,1989-12-12
463888,d008,1989-12-12,1990-11-20
463901,d007,1994-07-05,9999-01-01
463906,d005,1989-01-21,9999-01-01
463909,d004,1985-08-06,9999-01-01
463912,d001,1999-11-22,9999-01-01
463922,d004,1986-04-13,9999-01-01
463929,d005,1993-02-02,9999-01-01
463971,d006,1986-10-23,1996-03-26
463979,d003,1993-07-20,9999-01-01
463981,d004,1989-07-14,9999-01-01
464009,d007,1994-07-26,1996-12-09
464020,d004,1985-05-19,9999-01-01
464033,d004,1991-09-26,9999-01-01
464033,d005,1988-06-02,1991-09-26
464053,d005,1991-11-04,9999-01-01
464053,d006,1989-10-17,1991-11-04
464060,d003,1999-12-21,9999-01-01
464074,d004,1992-04-11,9999-01-01
464082,d009,1987-11-15,9999-01-01
464091,d008,1991-03-20,9999-01-01
464093,d007,1987-09-20,9999-01-01
464094,d005,1987-02-09,1989-02-28
464099,d004,1987-05-09,9999-01-01
