emp_no,title,from_date,to_date
427683,Engineer,1995-04-20,2002-04-20
427683,Senior Engineer,2002-04-20,9999-01-01
427694,Senior Staff,1993-08-15,9999-01-01
427764,Senior Staff,1995-02-24,9999-01-01
427767,Senior Staff,1993-04-16,9999-01-01
427767,Staff,1986-04-16,1993-04-16
427768,Senior Staff,2000-05-12,2000-10-28
427768,Staff,1993-05-12,2000-05-12
427772,Senior Staff,1997-09-07,9999-01-01
427784,Senior Staff,1989-07-11,1999-12-08
427809,Engineer,1994-05-10,1998-04-29
427811,Senior Staff,1989-08-22,9999-01-01
427823,Staff,1999-07-13,9999-01-01
427826,Engineer,1988-08-22,1994-08-22
427826,Senior Engineer,1994-08-22,9999-01-01
427896,Assistant Engineer,1993-05-21,1993-07-25
427902,Senior Staff,1991-04-25,9999-01-01
427902,Staff,1985-04-25,1991-04-25
427911,Engineer,1996-04-23,2002-04-23
427911,Senior Engineer,2002-04-23,9999-01-01
427919,Engineer,1987-12-18,1995-12-18
427919,Senior Engineer,1995-12-18,9999-01-01
427931,Senior Staff,1994-02-07,9999-01-01
427931,Staff,1986-02-07,1994-02-07
427941,Senior Staff,1999-06-29,9999-01-01
427972,Engineer,1999-03-19,9999-01-01
427973,Engineer,1986-10-16,1994-10-16
427973,Senior Engineer,1994-10-16,9999-01-01
427974,Staff,1997-07-02,9999-01-01
427977,Senior Staff,1997-02-20,9999-01-01
427985,Senior Staff,1986-02-15,9999-01-01
428001,Staff,1997-01-30,2001-08-25
428003,Engineer,1986-01-16,1993-01-16
428003,Senior Engineer,1993-01-16,9999-01-01
428009,Engineer,1999-04-07,9999-01-01
428010,Senior Staff,1985-11-24,1990-11-24
428030,Engineer,1985-09-21,1992-09-21
428030,Senior Engineer,1992-09-21,9999-01-01
428033,Engineer,1989-12-13,1998-12-13
428033,Senior Engineer,1998-12-13,9999-01-01
428059,Engineer,1994-03-24,2001-03-24
428059,Senior Engineer,2001-03-24,9999-01-01
428069,Senior Staff,1997-09-25,9999-01-01
428069,Staff,1992-09-25,1997-09-25
428075,Senior Engineer,1988-03-15,1996-02-15
428076,Engineer,1992-02-23,1997-02-22
428076,Senior Engineer,1997-02-22,9999-01-01
428092,Staff,1998-02-22,9999-01-01
428097,Senior Staff,1992-01-30,1994-12-26
428097,Staff,1986-01-30,1992-01-30
428106,Senior Staff,1992-05-21,9999-01-01
428106,Staff,1987-05-22,1992-05-21
428114,Senior Staff,1999-04-17,9999-01-01
428116,Staff,1993-10-12,9999-01-01
428118,Engineer,1999-08-16,9999-01-01
428119,Engineer,1993-08-19,2000-08-19
428119,Senior Engineer,2000-08-19,9999-01-01
428143,Staff,1999-01-02,1999-07-28
428146,Assistant Engineer,1999-01-02,9999-01-01
428158,Senior Staff,2001-09-18,9999-01-01
428158,Staff,1993-09-18,2001-09-18
428176,Engineer,1987-04-09,1995-04-09
428176,Senior Engineer,1995-04-09,9999-01-01
428177,Senior Engineer,1992-04-22,9999-01-01
428178,Senior Engineer,1996-08-13,1998-08-02
428185,Engineer,1991-07-01,1997-06-30
428185,Senior Engineer,1997-06-30,9999-01-01
428202,Staff,1999-11-30,9999-01-01
428229,Engineer,1985-10-07,1992-10-07
428229,Senior Engineer,1992-10-07,9999-01-01
428232,Staff,1997-06-13,9999-01-01
428234,Senior Staff,1990-08-16,9999-01-01
428245,Senior Engineer,1997-05-06,9999-01-01
428258,Staff,1991-07-20,1993-12-01
428267,Senior Staff,1991-07-07,9999-01-01
428267,Staff,1985-07-07,1991-07-07
428280,Senior Engineer,1999-10-09,1999-10-29
428282,Senior Staff,1995-02-08,9999-01-01
428282,Staff,1986-02-08,1995-02-08
428288,Senior Engineer,1990-05-15,9999-01-01
428289,Senior Staff,1996-11-29,9999-01-01
428289,Staff,1987-11-30,1996-11-29
428299,Engineer,1988-02-25,1997-02-24
428299,Senior Engineer,1997-02-24,9999-01-01
428300,Senior Engineer,1988-07-06,9999-01-01
428311,Senior Staff,1998-07-18,9999-01-01
428311,Staff,1993-07-18,1998-07-18
428317,Engineer,1987-08-22,1995-08-22
428317,Senior Engineer,1995-08-22,9999-01-01
428335,Senior Staff,1987-02-15,9999-01-01
428351,Engineer,1989-02-15,1996-02-16
428351,Senior Engineer,1996-02-16,9999-01-01
428359,Senior Staff,1991-02-25,9999-01-01
428359,Staff,1985-02-25,1991-02-25
428369,Engineer,1995-11-02,1997-05-11
428383,Engineer,1995-01-13,2002-01-13
428383,Senior Engineer,2002-01-13,9999-01-01
428386,Engineer,1991-01-13,2000-01-13
428386,Senior Engineer,2000-01-13,9999-01-01
428399,Senior Staff,1992-02-14,9999-01-01
428399,Staff,1986-02-14,1992-02-14
428418,Senior Staff,1995-07-29,9999-01-01
428418,Staff,1987-07-29,1995-07-29
428424,Staff,1992-12-17,1996-06-14
428427,Staff,1999-05-16,9999-01-01
428442,Senior Staff,1996-10-31,9999-01-01
428442,Staff,1991-11-01,1996-10-31
428449,Technique Leader,1988-03-24,9999-01-01
428460,Senior Staff,1997-01-06,9999-01-01
428460,Staff,1988-01-07,1997-01-06
428463,Senior Staff,1995-07-29,9999-01-01
428484,Senior Staff,1994-11-11,9999-01-01
428484,Staff,1987-11-11,1994-11-11
428487,Technique Leader,1993-12-26,9999-01-01
428488,Engineer,1996-04-25,2002-01-22
428502,Senior Staff,1988-05-17,9999-01-01
428511,Senior Staff,1998-06-24,9999-01-01
428511,Staff,1990-06-24,1998-06-24
428517,Senior Staff,1992-02-01,9999-01-01
428517,Staff,1987-02-01,1992-02-01
428522,Senior Engineer,1991-03-15,9999-01-01
428525,Senior Staff,1995-01-15,9999-01-01
428530,Senior Staff,1992-04-05,1999-04-07
428530,Staff,1986-04-06,1992-04-05
428536,Technique Leader,1990-10-23,9999-01-01
428547,Staff,1998-05-30,9999-01-01
428553,Senior Staff,1994-12-25,9999-01-01
428553,Staff,1986-12-25,1994-12-25
428559,Staff,1988-11-18,1990-06-19
428584,Senior Staff,2000-11-12,9999-01-01
428584,Staff,1995-11-13,2000-11-12
428590,Assistant Engineer,1992-06-13,1998-06-13
428590,Engineer,1998-06-13,9999-01-01
428592,Senior Engineer,1994-04-03,9999-01-01
428603,Engineer,1994-11-10,1999-11-10
428603,Senior Engineer,1999-11-10,9999-01-01
428605,Technique Leader,1999-10-21,9999-01-01
428613,Engineer,1987-05-20,1992-05-19
428613,Senior Engineer,1992-05-19,9999-01-01
428634,Senior Staff,1990-11-04,9999-01-01
428642,Senior Staff,1988-08-30,9999-01-01
428643,Senior Staff,1995-01-17,9999-01-01
428643,Staff,1988-01-17,1995-01-17
428651,Engineer,1989-08-20,1996-08-20
428651,Senior Engineer,1996-08-20,9999-01-01
428670,Senior Staff,1996-03-24,9999-01-01
428670,Staff,1989-03-24,1996-03-24
428678,Senior Engineer,1992-07-07,9999-01-01
428693,Staff,1986-12-17,1988-12-05
428702,Engineer,1998-07-08,9999-01-01
428730,Engineer,1985-05-24,1990-05-24
428730,Senior Engineer,1990-05-24,9999-01-01
428736,Senior Engineer,1994-02-23,9999-01-01
428739,Engineer,1988-10-28,1994-10-28
428739,Senior Engineer,1994-10-28,9999-01-01
428747,Engineer,1985-11-15,1992-11-15
428747,Senior Engineer,1992-11-15,9999-01-01
428752,Staff,1999-08-17,9999-01-01
428754,Technique Leader,1991-09-19,9999-01-01
428762,Senior Staff,1998-08-01,9999-01-01
428763,Engineer,1991-11-13,1997-11-12
428763,Senior Engineer,1997-11-12,9999-01-01
428784,Engineer,1999-08-17,9999-01-01
428791,Engineer,1993-05-23,2002-05-23
428791,Senior Engineer,2002-05-23,9999-01-01
428793,Engineer,1994-02-16,2001-02-16
428793,Senior Engineer,2001-02-16,9999-01-01
428798,Senior Engineer,1995-07-03,9999-01-01
428811,Engineer,1992-08-21,2000-08-21
428811,Senior Engineer,2000-08-21,9999-01-01
428843,Engineer,1991-12-05,1997-12-04
428843,Senior Engineer,1997-12-04,9999-01-01
428852,Senior Staff,2002-01-23,9999-01-01
428852,Staff,1994-01-23,2002-01-23
428872,Engineer,1986-06-14,1991-06-14
428872,Senior Engineer,1991-06-14,9999-01-01
428875,Senior Staff,1999-01-21,9999-01-01
428875,Staff,1990-01-21,1999-01-21
428893,Staff,1994-10-03,9999-01-01
428897,Senior Staff,1995-08-16,9999-01-01
428897,Staff,1989-08-16,1995-08-16
428900,Staff,1998-04-08,9999-01-01
428927,Assistant Engineer,1986-05-27,1991-05-27
428927,Engineer,1991-05-27,1995-11-15
428944,Staff,1998-07-21,9999-01-01
428981,Engineer,1987-06-13,1992-06-12
428981,Senior Engineer,1992-06-12,9999-01-01
428991,Staff,1997-05-15,9999-01-01
429001,Senior Staff,1997-01-12,9999-01-01
429001,Staff,1992-01-13,1997-01-12
429004,Engineer,1994-09-12,9999-01-01
429012,Assistant Engineer,1993-12-12,2000-12-12
429012,Engineer,2000-12-12,9999-01-01
429015,Engineer,1988-09-15,1996-09-15
429015,Senior Engineer,1996-09-15,9999-01-01
429050,Senior Engineer,1996-03-25,9999-01-01
429060,Senior Staff,1991-12-06,1994-10-23
429081,Assistant Engineer,1990-11-10,1997-11-10
429081,Engineer,1997-11-10,9999-01-01
429083,Engineer,1998-07-03,2001-08-03
429090,Engineer,1995-12-26,2000-12-25
429090,Senior Engineer,2000-12-25,9999-01-01
429095,Senior Staff,1993-07-01,1998-02-24
429095,Staff,1985-07-01,1993-07-01
429116,Senior Engineer,1986-06-09,9999-01-01
429120,Senior Staff,1999-11-11,9999-01-01
429121,Engineer,1987-05-08,1992-05-07
429121,Senior Engineer,1992-05-07,1996-09-12
429139,Engineer,1991-01-22,1996-01-22
429139,Senior Engineer,1996-01-22,9999-01-01
429158,Senior Engineer,1988-04-28,9999-01-01
429161,Engineer,1987-06-08,1992-06-07
429161,Senior Engineer,1992-06-07,9999-01-01
429171,Senior Staff,1995-11-02,9999-01-01
429171,Staff,1989-11-02,1995-11-02
429189,Staff,1995-04-02,9999-01-01
429191,Senior Staff,1996-11-18,9999-01-01
429191,Staff,1989-11-18,1996-11-18
429193,Engineer,1990-05-13,1995-03-24
429203,Senior Engineer,1994-02-21,9999-01-01
429215,Technique Leader,1995-04-23,1998-09-12
429225,Assistant Engineer,1985-06-01,1989-08-11
429237,Technique Leader,1988-07-19,9999-01-01
429239,Engineer,1986-07-10,1993-07-10
429239,Senior Engineer,1993-07-10,2002-01-17
429263,Technique Leader,1993-12-29,9999-01-01
429274,Technique Leader,1986-02-23,9999-01-01
429276,Engineer,1992-08-17,1998-12-24
429283,Staff,1998-11-20,9999-01-01
429289,Engineer,1994-10-31,9999-01-01
429290,Engineer,1992-05-10,1994-04-08
429338,Staff,1995-09-13,9999-01-01
429340,Engineer,1989-02-04,1995-02-04
429340,Senior Engineer,1995-02-04,9999-01-01
429344,Engineer,1993-03-21,1995-12-09
429355,Senior Staff,1999-03-27,1999-06-19
429355,Staff,1991-03-27,1999-03-27
429363,Senior Engineer,1987-05-12,9999-01-01
429371,Engineer,1988-03-17,1994-03-17
429371,Senior Engineer,1994-03-17,1999-10-18
429376,Engineer,1998-03-01,9999-01-01
429382,Staff,1994-04-04,9999-01-01
429396,Engineer,1998-12-13,9999-01-01
429405,Senior Staff,2002-05-30,9999-01-01
429405,Staff,1994-05-30,2002-05-30
429410,Assistant Engineer,1996-10-04,2000-12-15
429412,Engineer,1996-11-08,9999-01-01
429413,Staff,1996-08-16,9999-01-01
429415,Engineer,1987-08-08,1995-08-08
429415,Senior Engineer,1995-08-08,9999-01-01
429417,Engineer,1987-10-15,1993-10-14
429417,Senior Engineer,1993-10-14,9999-01-01
429420,Engineer,1985-08-23,1990-08-23
429420,Senior Engineer,1990-08-23,9999-01-01
429428,Senior Staff,1994-06-02,1995-09-09
429436,Engineer,1985-10-18,1987-01-06
429454,Staff,1999-06-29,9999-01-01
429476,Senior Staff,2001-03-12,9999-01-01
429476,Staff,1993-03-12,2001-03-12
429496,Senior Staff,2001-12-08,9999-01-01
429496,Staff,1993-12-08,2001-12-08
429503,Senior Staff,1996-12-12,1998-12-25
429503,Staff,1990-12-13,1996-12-12
429518,Senior Staff,1994-10-13,9999-01-01
429518,Staff,1987-10-13,1994-10-13
429525,Staff,1990-03-09,1991-12-22
429526,Assistant Engineer,1988-03-03,1995-03-04
429526,Engineer,1995-03-04,2002-03-04
429526,Senior Engineer,2002-03-04,9999-01-01
429527,Senior Staff,1991-06-12,9999-01-01
429543,Engineer,1993-05-30,1995-03-19
429574,Engineer,1991-07-30,1999-07-30
429574,Senior Engineer,1999-07-30,9999-01-01
429583,Staff,1991-05-16,1995-07-23
429642,Engineer,1997-06-24,9999-01-01
429660,Engineer,1990-12-10,1997-12-10
429660,Senior Engineer,1997-12-10,9999-01-01
429674,Engineer,1989-10-03,1994-10-03
429674,Senior Engineer,1994-10-03,9999-01-01
429679,Engineer,1988-12-11,1993-12-11
429679,Senior Engineer,1993-12-11,9999-01-01
429689,Assistant Engineer,1988-06-25,1997-06-25
429689,Engineer,1997-06-25,9999-01-01
429694,Senior Staff,2002-04-05,9999-01-01
429694,Staff,1997-04-05,2002-04-05
429702,Assistant Engineer,1990-02-16,1996-02-16
429702,Engineer,1996-02-16,2002-02-15
429702,Senior Engineer,2002-02-15,9999-01-01
429707,Technique Leader,1985-06-10,9999-01-01
429713,Engineer,1999-05-27,9999-01-01
429715,Senior Staff,1995-07-21,9999-01-01
429715,Staff,1988-07-20,1995-07-21
429717,Staff,1993-01-09,1997-04-05
429753,Technique Leader,1996-07-03,2001-10-23
429767,Senior Engineer,1997-02-15,1997-08-21
429789,Senior Staff,1989-06-21,9999-01-01
429826,Senior Staff,1998-07-29,9999-01-01
429826,Staff,1992-07-29,1998-07-29
429846,Senior Staff,1998-05-22,9999-01-01
429846,Staff,1991-05-22,1998-05-22
429851,Senior Staff,1992-07-29,9999-01-01
429851,Staff,1985-07-29,1992-07-29
429854,Senior Staff,1998-10-15,9999-01-01
429854,Staff,1989-10-15,1998-10-15
429871,Senior Staff,1992-07-25,9999-01-01
429871,Staff,1985-07-25,1992-07-25
429874,Technique Leader,1997-01-20,9999-01-01
429878,Staff,1989-02-04,1992-09-19
429884,Engineer,1985-08-26,1994-08-26
429884,Senior Engineer,1994-08-26,9999-01-01
429889,Senior Engineer,1994-07-15,9999-01-01
429892,Senior Staff,1996-08-03,9999-01-01
429892,Staff,1987-08-04,1996-08-03
429895,Senior Staff,1996-02-27,9999-01-01
429908,Staff,1998-01-09,9999-01-01
429922,Engineer,1991-10-16,1996-10-15
429922,Senior Engineer,1996-10-15,9999-01-01
429939,Senior Staff,2000-10-03,9999-01-01
429939,Staff,1994-10-04,2000-10-03
429947,Senior Staff,1994-01-30,9999-01-01
429950,Engineer,1999-12-16,2000-10-04
429953,Engineer,1996-06-17,9999-01-01
429963,Engineer,1998-10-27,9999-01-01
429974,Senior Staff,1996-02-15,9999-01-01
429974,Staff,1988-02-15,1996-02-15
429984,Senior Engineer,1999-10-29,9999-01-01
429999,Senior Staff,1991-02-18,9999-01-01
429999,Staff,1985-02-18,1991-02-18
430004,Senior Staff,1988-12-22,9999-01-01
430016,Senior Staff,1994-07-08,9999-01-01
430018,Senior Staff,1995-02-15,9999-01-01
430018,Staff,1990-02-15,1995-02-15
430039,Senior Staff,1995-09-01,9999-01-01
430039,Staff,1990-09-01,1995-09-01
430045,Staff,2000-01-10,9999-01-01
430051,Senior Staff,1994-01-21,9999-01-01
430051,Staff,1989-01-21,1994-01-21
430069,Staff,1995-10-10,9999-01-01
430083,Senior Staff,1994-06-08,9999-01-01
430083,Staff,1988-06-08,1994-06-08
430084,Technique Leader,1994-11-30,9999-01-01
430104,Engineer,1992-12-15,1998-12-15
430104,Senior Engineer,1998-12-15,9999-01-01
430108,Engineer,1992-03-09,2000-03-09
430108,Senior Engineer,2000-03-09,9999-01-01
430119,Engineer,1993-06-07,1999-06-07
430119,Senior Engineer,1999-06-07,9999-01-01
430125,Senior Staff,1994-04-04,9999-01-01
430125,Staff,1989-04-04,1994-04-04
430128,Senior Staff,1986-05-30,9999-01-01
430134,Senior Staff,1989-09-02,9999-01-01
430140,Senior Staff,1989-08-31,9999-01-01
430146,Staff,1994-02-11,9999-01-01
430149,Senior Staff,1995-04-06,9999-01-01
430149,Staff,1988-04-05,1995-04-06
430159,Senior Staff,1996-01-10,9999-01-01
430159,Staff,1989-01-09,1996-01-10
430160,Senior Staff,1985-10-03,9999-01-01
430164,Senior Staff,2001-07-15,9999-01-01
430164,Staff,1992-07-15,2001-07-15
430177,Staff,1995-05-10,9999-01-01
430204,Senior Staff,1996-11-04,9999-01-01
430204,Staff,1989-11-04,1996-11-04
430205,Senior Engineer,1993-06-13,9999-01-01
430207,Engineer,1991-09-03,1996-09-02
430207,Senior Engineer,1996-09-02,9999-01-01
430236,Engineer,1993-08-08,1999-08-08
430236,Senior Engineer,1999-08-08,9999-01-01
430237,Engineer,1986-02-16,1993-02-16
430237,Senior Engineer,1993-02-16,9999-01-01
430265,Assistant Engineer,1990-07-13,1996-07-12
430265,Engineer,1996-07-12,2002-07-12
430265,Senior Engineer,2002-07-12,9999-01-01
430272,Engineer,1997-09-16,9999-01-01
430282,Technique Leader,1997-07-22,9999-01-01
430288,Senior Staff,1993-01-11,9999-01-01
430288,Staff,1987-01-12,1993-01-11
430320,Engineer,1995-02-13,9999-01-01
430332,Engineer,1993-04-12,1999-04-12
430332,Senior Engineer,1999-04-12,9999-01-01
430368,Staff,1995-12-01,1997-10-08
430371,Staff,1999-04-28,9999-01-01
430379,Senior Staff,1991-12-03,1993-07-03
430400,Senior Engineer,1990-11-25,9999-01-01
430416,Assistant Engineer,1987-06-10,1992-06-09
430416,Engineer,1992-06-09,1997-06-09
430416,Senior Engineer,1997-06-09,9999-01-01
430428,Senior Engineer,1998-10-31,9999-01-01
430429,Staff,1993-10-12,9999-01-01
430430,Technique Leader,1996-01-03,9999-01-01
430445,Staff,1999-12-05,2002-05-24
430457,Senior Staff,1999-08-07,9999-01-01
430457,Staff,1993-08-07,1999-08-07
430463,Staff,1994-10-25,2000-08-08
430466,Engineer,1998-03-25,2001-09-19
430473,Engineer,1987-03-07,1996-03-06
430473,Senior Engineer,1996-03-06,9999-01-01
430477,Engineer,1986-08-23,1995-08-23
430477,Senior Engineer,1995-08-23,9999-01-01
430480,Senior Staff,1998-03-07,9999-01-01
430480,Staff,1989-03-07,1998-03-07
430486,Senior Staff,1995-12-27,9999-01-01
430486,Staff,1989-12-27,1995-12-27
430529,Senior Staff,1997-07-23,9999-01-01
430529,Staff,1992-07-23,1997-07-23
430535,Senior Staff,1994-11-02,9999-01-01
430535,Staff,1988-11-02,1994-11-02
430556,Engineer,1986-01-01,1992-01-01
430556,Senior Engineer,1992-01-01,9999-01-01
430570,Senior Staff,1994-05-19,9999-01-01
430570,Staff,1985-05-19,1994-05-19
430574,Staff,1996-03-01,9999-01-01
430576,Engineer,1989-01-31,1991-02-03
430587,Staff,1985-12-27,1989-01-27
430593,Senior Staff,1997-12-01,9999-01-01
430595,Staff,1994-07-24,1999-02-15
430603,Staff,1996-04-24,2001-06-17
430609,Senior Engineer,1991-02-16,2002-02-25
430611,Engineer,1993-12-05,2001-06-23
430613,Senior Staff,1997-06-09,9999-01-01
430613,Staff,1988-06-09,1997-06-09
430620,Engineer,1991-01-25,1999-01-25
430620,Senior Engineer,1999-01-25,1999-08-22
430659,Staff,1996-10-05,9999-01-01
430661,Engineer,1991-04-03,1999-04-03
430661,Senior Engineer,1999-04-03,9999-01-01
430665,Technique Leader,1988-10-06,1989-02-20
430674,Senior Staff,2001-08-09,9999-01-01
430674,Staff,1995-08-10,2001-08-09
430683,Senior Engineer,1986-03-03,9999-01-01
430694,Staff,1997-06-14,9999-01-01
430697,Assistant Engineer,1986-07-20,1993-07-20
430697,Engineer,1993-07-20,2000-07-20
430697,Senior Engineer,2000-07-20,9999-01-01
430715,Staff,1996-05-02,9999-01-01
430719,Engineer,1993-06-02,2001-06-02
430719,Senior Engineer,2001-06-02,9999-01-01
430727,Senior Staff,2000-10-23,9999-01-01
430727,Staff,1993-10-23,2000-10-23
430732,Engineer,1988-09-26,1994-09-26
430732,Senior Engineer,1994-09-26,9999-01-01
430738,Senior Staff,1998-08-30,9999-01-01
430738,Staff,1989-08-30,1998-08-30
430755,Senior Staff,1999-10-30,9999-01-01
430755,Staff,1993-10-30,1999-10-30
430759,Senior Staff,1990-02-02,9999-01-01
430759,Staff,1985-02-02,1990-02-02
430762,Senior Staff,1995-05-14,9999-01-01
430766,Staff,1996-11-22,9999-01-01
430786,Staff,1999-12-07,9999-01-01
430801,Assistant Engineer,1992-04-17,2000-04-17
430801,Engineer,2000-04-17,9999-01-01
430811,Staff,1997-12-24,9999-01-01
430821,Technique Leader,1999-05-07,1999-10-29
430838,Engineer,1985-09-09,1993-09-09
430838,Senior Engineer,1993-09-09,9999-01-01
430888,Engineer,1997-07-26,9999-01-01
430947,Technique Leader,1994-09-09,9999-01-01
430961,Engineer,1986-06-16,1992-06-15
430961,Senior Engineer,1992-06-15,1999-07-29
430969,Engineer,1989-11-29,1996-11-29
430969,Senior Engineer,1996-11-29,9999-01-01
430977,Engineer,1985-10-17,1988-03-14
430990,Senior Staff,1988-02-05,9999-01-01
430996,Senior Engineer,1995-03-28,1996-09-20
431003,Engineer,1993-01-16,1994-07-18
431007,Engineer,1999-09-08,9999-01-01
431022,Senior Staff,1998-02-22,9999-01-01
431022,Staff,1992-02-23,1998-02-22
431027,Staff,1993-05-13,1996-10-22
431029,Staff,1995-01-10,9999-01-01
431031,Senior Engineer,1995-02-06,9999-01-01
431050,Senior Staff,1994-04-12,9999-01-01
431050,Staff,1989-04-12,1994-04-12
431071,Engineer,1994-06-27,9999-01-01
431097,Engineer,1987-08-12,1992-08-11
431097,Senior Engineer,1992-08-11,9999-01-01
431112,Staff,1990-09-16,1992-12-07
431116,Technique Leader,1999-07-22,9999-01-01
431122,Engineer,1996-09-14,9999-01-01
431147,Senior Staff,2000-04-08,9999-01-01
431147,Staff,1992-04-08,2000-04-08
431152,Staff,1998-12-31,1999-06-08
431161,Senior Staff,1992-05-18,9999-01-01
431161,Staff,1987-05-19,1992-05-18
431171,Staff,1998-12-06,9999-01-01
431178,Engineer,1994-08-04,9999-01-01
431182,Engineer,2000-01-04,9999-01-01
431188,Staff,1999-03-06,9999-01-01
431200,Staff,1996-06-19,1997-05-29
431208,Senior Staff,2000-10-27,9999-01-01
431208,Staff,1991-10-28,2000-10-27
431214,Senior Staff,1996-10-17,9999-01-01
431214,Staff,1991-10-18,1996-10-17
431224,Engineer,1999-08-28,9999-01-01
431225,Senior Engineer,1986-12-23,9999-01-01
431233,Senior Staff,1992-03-08,9999-01-01
431233,Staff,1987-03-09,1992-03-08
431250,Senior Staff,1996-12-21,9999-01-01
431250,Staff,1989-12-21,1996-12-21
431257,Staff,1995-11-11,9999-01-01
431272,Assistant Engineer,1994-08-13,1998-05-17
431278,Senior Engineer,1997-12-17,2001-09-24
431298,Engineer,1986-10-09,1993-10-09
431298,Senior Engineer,1993-10-09,9999-01-01
431317,Senior Staff,1998-03-17,9999-01-01
431317,Staff,1991-03-17,1998-03-17
431327,Staff,1998-02-07,9999-01-01
431353,Senior Staff,1991-02-17,1998-10-25
431361,Senior Staff,1998-11-15,1998-12-26
431361,Staff,1989-11-15,1998-11-15
431382,Senior Engineer,1988-06-25,9999-01-01
431391,Engineer,1992-12-11,1997-02-15
431392,Engineer,1989-05-19,1998-05-19
431392,Senior Engineer,1998-05-19,9999-01-01
431397,Senior Staff,1995-07-23,9999-01-01
431397,Staff,1987-07-23,1995-07-23
431401,Senior Staff,1991-12-29,9999-01-01
431401,Staff,1986-12-29,1991-12-29
431419,Engineer,1990-05-30,1997-05-30
431419,Senior Engineer,1997-05-30,9999-01-01
431424,Senior Staff,1993-01-08,9999-01-01
431424,Staff,1987-01-09,1993-01-08
431444,Senior Staff,1997-10-24,9999-01-01
431444,Staff,1988-10-24,1997-10-24
431461,Senior Engineer,1997-04-28,9999-01-01
431472,Senior Staff,1993-02-09,9999-01-01
431474,Engineer,1986-07-09,1986-08-27
431484,Senior Staff,1990-05-16,9999-01-01
431484,Staff,1985-05-16,1990-05-16
431489,Senior Engineer,1996-06-06,9999-01-01
431499,Senior Staff,1991-02-22,9999-01-01
431502,Engineer,1992-11-15,1998-11-13
431505,Technique Leader,1990-10-03,9999-01-01
431528,Engineer,1992-10-02,1999-02-20
431533,Senior Staff,1999-06-24,2000-11-27
431533,Staff,1990-06-24,1999-06-24
431546,Staff,1995-09-15,1998-01-02
431552,Staff,1987-09-19,1990-10-28
431589,Senior Staff,1997-07-17,9999-01-01
431589,Staff,1988-07-17,1997-07-17
431595,Staff,1998-11-06,2002-06-29
431606,Staff,1995-01-10,1995-12-05
431616,Engineer,1992-04-30,2001-04-30
431616,Senior Engineer,2001-04-30,9999-01-01
431634,Staff,1987-03-16,1990-09-21
431643,Engineer,1992-04-18,2000-04-18
431643,Senior Engineer,2000-04-18,2001-08-23
431664,Senior Engineer,1992-08-02,9999-01-01
431667,Technique Leader,1999-10-19,9999-01-01
431670,Senior Engineer,1996-12-06,9999-01-01
431684,Staff,1997-10-11,9999-01-01
431695,Engineer,1993-05-02,2000-05-02
431695,Senior Engineer,2000-05-02,9999-01-01
431712,Senior Staff,2001-10-26,2002-03-04
431712,Staff,1995-10-27,2001-10-26
431720,Staff,1999-08-15,2000-03-12
431747,Senior Staff,2000-03-07,9999-01-01
431747,Staff,1993-03-07,2000-03-07
431755,Engineer,1989-09-19,1997-09-19
431755,Senior Engineer,1997-09-19,9999-01-01
431757,Senior Staff,1989-11-09,9999-01-01
431761,Senior Staff,1994-06-20,9999-01-01
431761,Staff,1987-06-20,1994-06-20
431767,Senior Staff,1996-07-03,9999-01-01
431767,Staff,1988-07-03,1996-07-03
431788,Senior Staff,1995-02-27,9999-01-01
431788,Staff,1986-02-27,1995-02-27
431861,Engineer,1996-09-15,9999-01-01
431863,Staff,1995-08-11,9999-01-01
431869,Engineer,2000-01-13,9999-01-01
431890,Engineer,1988-10-21,1997-10-21
431890,Senior Engineer,1997-10-21,1999-08-25
431891,Engineer,1986-06-27,1993-06-27
431891,Senior Engineer,1993-06-27,9999-01-01
431913,Senior Staff,1987-08-21,9999-01-01
431916,Senior Staff,1999-12-13,9999-01-01
431916,Staff,1990-12-13,1999-12-13
431922,Senior Engineer,1995-04-12,9999-01-01
431930,Senior Staff,1993-06-23,9999-01-01
431930,Staff,1985-06-23,1993-06-23
431946,Senior Staff,1992-03-16,2000-10-19
431946,Staff,1987-03-17,1992-03-16
431971,Engineer,1991-12-18,2000-12-17
431971,Senior Engineer,2000-12-17,9999-01-01
431979,Senior Engineer,1985-03-26,9999-01-01
431986,Senior Staff,1992-02-22,9999-01-01
431986,Staff,1985-02-21,1992-02-22
431987,Engineer,1996-07-17,1998-03-24
431988,Engineer,1995-06-05,2001-06-04
431988,Senior Engineer,2001-06-04,9999-01-01
432006,Engineer,1987-11-08,1993-11-07
432006,Senior Engineer,1993-11-07,9999-01-01
432032,Engineer,1989-04-04,1994-04-04
432032,Senior Engineer,1994-04-04,9999-01-01
432039,Senior Engineer,1988-06-14,9999-01-01
432071,Senior Staff,1999-04-06,9999-01-01
432071,Staff,1993-04-06,1999-04-06
432080,Senior Staff,1994-06-07,9999-01-01
432080,Staff,1987-06-07,1994-06-07
432084,Staff,1999-10-19,2000-01-14
432087,Technique Leader,1990-07-12,9999-01-01
432095,Engineer,1990-09-18,1998-09-18
432095,Senior Engineer,1998-09-18,9999-01-01
432096,Senior Engineer,1990-03-10,9999-01-01
432143,Senior Staff,1999-07-29,9999-01-01
432143,Staff,1990-07-29,1999-07-29
432157,Engineer,1995-04-01,2000-03-31
